PWSID	Group	SystemName	County	SrcNum	Src_Name	SourceType	SourceUse	TrObjective	TrProcss	Src_EffectieDate	SRC_InactiveDate
00133	A	CORNERSTONE ESTATES 606	THURSTON	01	WELL #1	Well	Permanent	CORROSION CONTROL	PH ADJUSTMENT	11/29/1990	
00153	A	TWANOH HEIGHTS COMMUNITY CLUB	MASON	01	WELL #1 AHA905	Well	Permanent			01/01/1970	
00153	A	TWANOH HEIGHTS COMMUNITY CLUB	MASON	02	WELL #2  AHA904	Well	Emergency			05/11/2005	
00177	A	"ENERGY, DEPT OF/100K"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/07/2011	04/07/2011
00177	A	"ENERGY, DEPT OF/100K"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	COAGULATION	04/07/2011	04/07/2011
00177	A	"ENERGY, DEPT OF/100K"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	RAPID MIX/IN-LINE BLENDER	04/07/2011	04/07/2011
00177	A	"ENERGY, DEPT OF/100K"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	"CHLORINATION, HYPOCHLORITE"	04/07/2011	04/07/2011
00177	A	"ENERGY, DEPT OF/100K"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	FLOCCULATION	04/07/2011	04/07/2011
00177	A	"ENERGY, DEPT OF/100K"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	04/07/2011	04/07/2011
00177	A	"ENERGY, DEPT OF/100K"	BENTON	02	Export Line	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	RAPID MIX/IN-LINE BLENDER	04/07/2011	
00177	A	"ENERGY, DEPT OF/100K"	BENTON	02	Export Line	Surface	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/07/2011	
00177	A	"ENERGY, DEPT OF/100K"	BENTON	02	Export Line	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	COAGULATION	04/07/2011	
00177	A	"ENERGY, DEPT OF/100K"	BENTON	02	Export Line	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, BAG/CARTRIDGE"	04/07/2011	
00223	A	COPALIS RV PARK OWNERS	GRAYS HARBOR	01	WELL #1 AGF076	Well	Permanent			01/01/1970	
00238	A	DALLESPORT INDUSTRIAL PARK	KLICKITAT	01	Well #1 - AFL872	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00238	A	DALLESPORT INDUSTRIAL PARK	KLICKITAT	02	Well #2 - AFL871	Well	Permanent			01/01/1970	
00240	A	G&M ESTATE	THURSTON	01	"WELL #1 ABK184 8"""	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	01	Well #1	Well in Well Field	Permanent			06/01/2011	
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	02	Well #2	Well in Well Field	Permanent			06/01/2011	
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	03	Well #3	Well	Emergency			01/01/1970	
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	04	Wells 1 & 2	Well Field	Permanent			06/01/2011	
00253	A	CEDARWOOD SOUTH UNION ESTATES	THURSTON	01	"Well #1 AAA982  8"""	Well	Permanent	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	01/01/1970	
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	01	WELL #1 AAB182	Well	Permanent			11/03/1995	
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	02	WELL #4 ABC527	Well	Permanent			11/03/1995	
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	03	Seawater	Sea Water	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/17/2008	
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	03	Seawater	Sea Water	Permanent	CORROSION CONTROL	SOURCE BLENDING	04/17/2008	
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	03	Seawater	Sea Water	Permanent	INORGANICS REMOVAL/TREATMENT	REVERSE OSMOSIS	04/17/2008	
00302	A	FOUR SEASONS PARK	CLALLAM	01	SPRING #1AGP274	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00302	A	FOUR SEASONS PARK	CLALLAM	01	SPRING #1AGP274	Well	Permanent	SOFTENING (HARDNESS REMOVAL)	PH ADJUSTMENT	01/01/1970	
00302	A	FOUR SEASONS PARK	CLALLAM	01	SPRING #1AGP274	Well	Permanent	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	01/01/1970	
00302	A	FOUR SEASONS PARK	CLALLAM	02	43296/Port Angeles Composite	Intertie - Untreated	Emergency			01/01/1970	
00307	A	CARLSBORG LUD 10 12 13 14	CLALLAM	01	LUD #10 WELL	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	02/05/1990	
00307	A	CARLSBORG LUD 10 12 13 14	CLALLAM	02	WELL #1 77615	Well	Emergency			04/17/1996	
00307	A	CARLSBORG LUD 10 12 13 14	CLALLAM	03	WELL #2 77615	Well	Emergency			04/17/1996	
00315	A	BIRCHFIELD 207	LEWIS	01	WELL #1 AFN841	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/16/1991	
00315	A	BIRCHFIELD 207	LEWIS	02	WELL #2 AFN843	Well	Permanent			05/01/1996	
00315	A	BIRCHFIELD 207	LEWIS	03	WELL #3 AFN842	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/01/1996	
00323	A	PORT GAMBLE	KITSAP	01	WELL #2  AES315	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	02/20/1991	
00323	A	PORT GAMBLE	KITSAP	02	WELL #1 DOE 344080	Well	Emergency			08/30/1957	
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	01	WELL MOCLIPS	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, HYPOCHLORITE"	03/25/1991	
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	01	WELL MOCLIPS	Well	Permanent	IRON & MANGANESE REMOVAL	"FILTRATION, GRNSND/CATALYTIC MEDIA"	03/25/1991	
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	01	WELL MOCLIPS	Well	Permanent	IRON & MANGANESE REMOVAL	PERMANGANATE	03/25/1991	
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	02	WELL-WEYCO	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/02/2001	04/02/2001
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	03	WELL-OLD SCHOOL	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	02/11/1992	02/11/1992
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	03	WELL-OLD SCHOOL	Well	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	02/11/1992	02/11/1992
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	04	WELL WEYCO #3 WW	Well in Well Field	Permanent			07/24/1995	
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	05	WF (S06 & S04)	Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/08/1996	
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	06	WELL WEYCO #4 WW	Well in Well Field	Permanent			04/02/2001	
00339	A	TROWBRIDGE COURT CONDO ASSN	CLALLAM	01	WELL #1D AHM606	Well	Permanent			02/28/1991	
00339	A	TROWBRIDGE COURT CONDO ASSN	CLALLAM	02	WELL #2 NO TAG	Well	Emergency			09/24/2006	
00367	A	STEVENS CO PUD - ADDY	STEVENS	01	NW Alloys - AGG004	Well	Emergency	DISINFECTION	"CHLORINATION, GASEOUS"	01/01/1970	
00367	A	STEVENS CO PUD - ADDY	STEVENS	02	Well #2 East Tlr Park - ABR522	Well in Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00367	A	STEVENS CO PUD - ADDY	STEVENS	02	Well #2 East Tlr Park - ABR522	Well in Well Field	Permanent	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	01/01/1970	
00367	A	STEVENS CO PUD - ADDY	STEVENS	03	Well #1 West Tlr Park - AGG003	Well in Well Field	Permanent	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	01/01/1970	
00367	A	STEVENS CO PUD - ADDY	STEVENS	03	Well #1 West Tlr Park - AGG003	Well in Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00367	A	STEVENS CO PUD - ADDY	STEVENS	04	"WF/S02,S03"	Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/22/1995	
00367	A	STEVENS CO PUD - ADDY	STEVENS	04	"WF/S02,S03"	Well Field	Permanent	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	05/22/1995	
00370	A	ROSE VALLEY SCHOOL	COWLITZ	01	WELL #1  AGF723	Well	Permanent			01/01/1970	
00370	A	ROSE VALLEY SCHOOL	COWLITZ	02	WELL #2	Well	Emergency			08/30/2004	08/30/2004
00392	A	SKAGIT CO WATER DISTRICT #1	SKAGIT	01	Well #1 ABR312	Well in Well Field	Permanent			04/09/1991	
00392	A	SKAGIT CO WATER DISTRICT #1	SKAGIT	02	Well #2 ABR311	Well in Well Field	Permanent			04/09/1991	
00392	A	SKAGIT CO WATER DISTRICT #1	SKAGIT	03	Wells 1 & 2 WF	Well Field	Permanent			03/24/2000	
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	01	AGA934 WELL 1	Well in Well Field	Permanent			01/01/1970	
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	02	AGA939 WELL 2	Well in Well Field	Permanent			01/01/1970	
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	03	"WELLS # 1,2 & 3"	Well Field	Permanent			08/31/1995	
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	04	WELL #3 (AEE053)	Well in Well Field	Permanent			01/15/2001	
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	01	AGA737 WELL 1	Well	Seasonal	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	02	AGA701 WELL 2	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	03	AKY882 WELL 3	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/2005	
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	04	107462/Camano Sunrise #1	Intertie - Untreated	Emergency			04/02/2012	04/02/2012
00431	A	HI VALLEY VIEW	YAKIMA	01	Well #1 - ABR610	Well	Emergency			01/01/1970	
00431	A	HI VALLEY VIEW	YAKIMA	02	Well #2 - AFL785	Well	Permanent			10/05/2007	
00439	A	THOUSAND TRAILS-LA CONNER	SKAGIT	01	WELL #1	Well	Seasonal	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/09/1991	
00439	A	THOUSAND TRAILS-LA CONNER	SKAGIT	02	WELL #2	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/09/1991	
00469	A	JOHNSON GLEN	THURSTON	01	"WELL #1  6""  BCK252"	Well	Permanent			04/24/1991	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	IRON & MANGANESE REMOVAL	"FILTRATION, GRNSND/CATALYTIC MEDIA"	01/01/1970	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	COAGULATION	01/01/1970	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	IRON & MANGANESE REMOVAL	PERMANGANATE	01/01/1970	
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	01	AGA946 Well 1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	"FILTRATION, GRNSND/CATALYTIC MEDIA"	01/01/1970	
00496	A	AGATE BAY TRAILER PARK	WHATCOM	01	Well #1 ABR706	Well	Permanent			01/17/2013	01/17/2013
00496	A	AGATE BAY TRAILER PARK	WHATCOM	02	Well #2 BAE194	Well	Permanent			01/15/2013	
00507	A	CASCADE ESTATES SATELLITE	CLARK	01	WELL #1 WW AAF526	Well in Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/18/1991	
00507	A	CASCADE ESTATES SATELLITE	CLARK	02	WELL #2  WW AAF527	Well in Well Field	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	04/18/1991	
00507	A	CASCADE ESTATES SATELLITE	CLARK	03	"WF (S01, SO2)"	Well Field	Permanent			05/22/2003	
00510	A	AGATE BEACH	MASON	01	WELL #1 BBS701	Well	Emergency			01/01/1970	
00510	A	AGATE BEACH	MASON	02	WELL #2  ABH342	Well	Permanent			11/08/1996	
00512	A	AGATE GROCERY	MASON	01	WELL #1 No well tag	Well	Permanent	IRON & MANGANESE REMOVAL	OZONATION	01/29/2001	
00512	A	AGATE GROCERY	MASON	01	WELL #1 No well tag	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OZONATION	01/29/2001	
00512	A	AGATE GROCERY	MASON	01	WELL #1 No well tag	Well	Permanent	ORGANICS AND COLOR REMOVAL	OZONATION	01/29/2001	
00515	A	AGATE WEST	KITSAP	01	WELL #1 AAA166	Well	Permanent			07/31/2012	
00515	A	AGATE WEST	KITSAP	02	WELL #2 AAA169	Well	Permanent			10/06/2010	10/06/2010
00515	A	AGATE WEST	KITSAP	03	"Well #3 BBS187  8"""	Well	Permanent			04/25/2012	
00518	A	AGNEW MOBILE HOME PARK	CLALLAM	01	WELL #1 BCK905	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00519	A	STEAMBOAT SQUARE	THURSTON	01	WELL #1 AHF151	Well	Permanent			01/01/1970	
00519	A	STEAMBOAT SQUARE	THURSTON	02	WELL #2 AHF152	Well	Permanent			01/01/1970	
00519	A	STEAMBOAT SQUARE	THURSTON	03	WELL #3 AHF153	Well	Permanent			05/12/1992	
00530	A	S&P PROPERTIES	MASON	01	WELL #1 AFK587	Well	Permanent			04/27/1993	
00543	A	ROYAL WATER DISTRICT	GRANT	01	Well #1 - AFA101	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00543	A	ROYAL WATER DISTRICT	GRANT	02	Royal Water Master - QCBID	Intertie - Untreated	Emergency			07/01/2010	
00545	A	CHENEY PUBLIC SCHOOLS	SPOKANE	01	WELL 1 - BHW222	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/10/1991	
00552	A	SIMPLOT FEEDERS LTD	WALLA WALLA	01	WELL 1	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/1970	
00552	A	SIMPLOT FEEDERS LTD	WALLA WALLA	02	WELL 2	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	03/20/2001	03/20/2001
00552	A	SIMPLOT FEEDERS LTD	WALLA WALLA	03	WELL 3	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	02/23/2000	02/23/2000
00552	A	SIMPLOT FEEDERS LTD	WALLA WALLA	04	14131P/IBP	Intertie - Untreated	Emergency			03/03/1992	03/03/1992
00558	A	DEERFIELD PARK	THURSTON	01	WELL #1 AKB352	Well	Permanent			05/13/1991	
00558	A	DEERFIELD PARK	THURSTON	02	36699/Marvin Gardens	Intertie - Untreated	Emergency			06/22/2010	
00561	A	GLENWOOD STATION	KITSAP	01	WELL #1  AES093	Well	Permanent	INORGANICS REMOVAL/TREATMENT	LIME-SODA SOFTENING	05/16/1991	
00567	A	HUNT COMMUNITY	KITSAP	01	WELL #1 AES167	Well	Permanent			05/29/1991	
00580	A	AIRPORT GROCERY	MASON	01	WELL #1 NO TAG	Well	Permanent			01/01/1970	
00585	A	LOUELLA HEIGHTS	CLALLAM	01	Well #1	Well	Permanent			06/06/1991	
00588	A	ISLANDWOOD ESTATES	KITSAP	01	WELL #1 AAC026	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	09/09/1990	
00588	A	ISLANDWOOD ESTATES	KITSAP	01	WELL #1 AAC026	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	09/09/1990	
