PWSID	Group	SystemName	County	SrcNum	Src_Name	SourceType	SourceUse	TrObjective	TrProcss	Src_EffectieDate	SRC_InactiveDate
00083	B	AGRI NORTHWEST GRAIN ELEVATOR	BENTON	01	WELL 1	Well	Permanent	ORGANICS AND COLOR REMOVAL	PH ADJUSTMENT	11/09/1990	
00083	B	AGRI NORTHWEST GRAIN ELEVATOR	BENTON	01	WELL 1	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	11/09/1990	
00083	B	AGRI NORTHWEST GRAIN ELEVATOR	BENTON	01	WELL 1	Well	Permanent	INORGANICS REMOVAL/TREATMENT	ION EXCHANGE	11/09/1990	
00084	B	CHEWACK NORTH WATER SYSTEM	OKANOGAN	01	WELL #1	Well	Permanent			07/16/1990	
00085	B	BROWN S FARM WATER SYSTEM	OKANOGAN	01	WELL # 1	Well	Permanent			08/06/1990	
00086	B	MEWBOURN/TUPPER WATER SYSTEM	SPOKANE	01	WELL #1	Well	Permanent			11/09/1989	
00088	B	KUBAS WATER SYSTEM	SPOKANE	01	WELL 1	Well	Permanent			05/15/1990	
00090	B	ESENSEE WATER SYSTEM	PEND OREILLE	01	SPRING 1	Groundwater	Permanent			09/05/1990	
00091	B	VAN BATAVIA FARM WATER SYSTEM	FRANKLIN	01	WELL A	Well	Permanent			10/03/1990	
00092	B	CHEATORS WELL WATER SYSTEM	BENTON	01	Well #1	Well	Permanent			09/11/1990	
00093	B	ELSNER COMMUNITY WATER SYSTEM	YAKIMA	01	Well #1	Well	Permanent			07/16/1990	
00094	B	CROSBY RANCH WATER SYSTEM	BENTON	01	WELL #1	Well	Permanent			07/02/1990	
00095	B	PENNY CREEK KENNEL WATER SYSTEM	BENTON	01	PENNY CREEK WELL	Well	Permanent			08/03/1990	
00096	B	BROOKS SLOUGH WATER ASSN	WAHKIAKUM	01	SPRING	Groundwater	Permanent			11/08/1990	
00097	B	"NIEDERT, RON"	CLARK	01	WELL #1 NO TAG	Well	Permanent			11/08/1990	
00098	B	3 CREEK ACRES	CLARK	01	WELL #1 NO TAG	Well	Permanent			11/08/1990	
00099	B	MERLYNS MEADOWS	CLARK	01	WELL #1 ALB640	Well	Permanent			11/08/1990	
00102	B	LONE PINE WATER	PIERCE	01	WELL 1	Well	Permanent			01/01/1970	
00103	B	BABY ISLAND - SARATOGA WATER SYSTEM	ISLAND	01	OWNERS WELL  APH123	Well	Permanent			11/14/1990	
00104	B	HARRISON WATER SYSTEM	PIERCE	01	WELL	Well	Permanent			10/26/1990	
00105	B	VENICE	KITSAP	01	WELL #1	Well	Permanent			11/15/1990	
00106	B	J & J WELL WATER SYSTEM	SPOKANE	01	WELL # 1	Well	Permanent			10/10/1990	
00107	B	G & R MAYO WATER SYSTEM	BENTON	01	WELL # 1	Well	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"SEDIMENTATION, OTHER"	09/27/1990	
00107	B	G & R MAYO WATER SYSTEM	BENTON	01	WELL # 1	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	09/27/1990	
00108	B	DONOVAN WATER SYSTEM	BENTON	01	WELL # 1	Well	Permanent			09/24/1990	
00109	B	WILSON S WELL	YAKIMA	01	WELL # 1	Well	Permanent			08/17/1990	
00110	B	HUGHES LUMBER COMPANY	BENTON	01	WELL 1	Well	Permanent			10/16/1990	
00115	B	MCNARY NATIONAL WILDLIFE REFUGE	WALLA WALLA	01	WELL 1	Well	Permanent			01/01/1970	
00116	B	STANG S WATER SYSTEM	SNOHOMISH	01	WELL	Well	Permanent			11/21/1990	
00117	B	BURN HILL WATER SYSTEM	SNOHOMISH	01	WELL #1	Well	Permanent			11/21/1990	
00120	B	HM #2	PIERCE	01	WELL # 1	Well	Permanent			11/01/1990	
00121	B	HAYES WATER SYSTEM	PIERCE	01	WELL	Well	Permanent			11/21/1990	
00122	B	DODGE-STURGEON WATER SYSTEM	PIERCE	01	WELL 1	Well	Permanent			11/06/1990	
00123	B	BLAZEKOVICH WATER SYSTEM	PIERCE	01	WELL 1	Well	Permanent			11/21/1990	
00124	B	ROGERS WATER SYSTEM	STEVENS	01	Well #1 - ABQ495	Well	Permanent			06/25/1996	
00126	B	EL RIO DEL DIAS	THURSTON	01	WELL	Well	Permanent			11/29/1990	
00127	B	COUNTRY MEADOWS	THURSTON	01	WELL #1 NO TAG	Well	Permanent			11/29/1990	
00127	B	COUNTRY MEADOWS	THURSTON	02	WELL #2 ON SAME PROPERTY	Well	Permanent			01/10/1991	01/01/2000
00128	B	ALVIS	THURSTON	01	Well #1 AHF022	Well	Permanent			01/01/1970	
00129	B	JESSLYN LANE B AND B	CLALLAM	01	Well #1	Well	Permanent			11/29/1990	
00130	B	LOTUS	CLALLAM	01	Well #1	Well	Permanent			11/29/1990	
00132	B	SWW	KITSAP	01	WELL	Well	Permanent			11/29/1990	
00135	B	HANCOCK PUBLIC SUPPLY	PIERCE	01	HANCOCK	Well	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	09/01/1987	
00138	B	DYKEMAN WATER SYSTEM	BENTON	01	WELL # 1	Well	Permanent			10/31/1990	
00139	B	TRI-CITY FABRICATING	BENTON	01	WELL 1	Well	Permanent			10/31/1990	
00140	B	VESTAD WATER SYSTEM	YAKIMA	01	WELL 1	Well	Permanent			06/05/1990	
00142	B	H-T-G WATER SYSTEM	ADAMS	01	Well #1	Well	Permanent			10/01/1990	
00143	B	BRIGGS BOYS	KING	01	DUG WELL	Well	Permanent			09/15/1990	
00144	B	NINJA	KING	01	NINJA	Well	Permanent			09/01/1990	
00145	B	RODSIDE WATER SYSTEM	PIERCE	01	WELL # 1	Well	Permanent			11/21/1990	
00146	B	GREISING	KING	01	GREISING	Well	Permanent			11/21/1990	
00147	B	HARRIS/HARTUNG	KING	01	HARRIS/HARTUNG	Well	Permanent			11/20/1990	
00148	B	PLAGENS	KING	01	PLAGENS	Well	Permanent			11/20/1990	
00149	B	G.T.E.-REDMOND	KING	01	WELL	Well	Permanent			12/05/1990	
00150	B	ACALADI WATER ASSN	ISLAND	01	WELL # 1 AKY731	Well	Permanent			01/01/1970	
00152	B	CARTER	KITSAP	01	Well 01	Well	Permanent			01/01/1970	
00155	B	"REZNICK, G."	KING	01	WELL	Well	Permanent			07/05/1977	
00156	B	PALOUSE PRODUCERS SUBDIVISION	WHITMAN	01	WELL 1	Well	Permanent			07/25/1990	
00156	B	PALOUSE PRODUCERS SUBDIVISION	WHITMAN	02	WELL 2	Well	Emergency			07/25/1990	
00157	B	FAIRWAY ACRES 3RD ADDITION	OKANOGAN	01	WELL #1	Well	Permanent			05/08/1990	
00158	B	TIMBERLINE MEADOWS PD #92	OKANOGAN	01	Well #1	Well	Permanent			08/01/1990	
00158	B	TIMBERLINE MEADOWS PD #92	OKANOGAN	02	Well #2	Well	Permanent			12/01/2005	
00159	B	TIMBERLINE MEADOWS PD#2	OKANOGAN	01	Well #1	Well	Permanent			08/01/1990	
00161	B	SEAWIND RANCH	OKANOGAN	01	WELL 1	Well	Permanent			10/01/1990	
00161	B	SEAWIND RANCH	OKANOGAN	02	Well #2 - BBJ960	Well	Permanent			03/05/2012	
00162	B	STILLWATER RANCH PD	OKANOGAN	01	WELL # 1	Well	Permanent			11/27/1990	
00163	B	RIVERFRONT PARTNERS PUD	OKANOGAN	01	WELL 1	Well	Permanent			11/27/1990	
00164	B	"JONES, BOSCOW & LITTLE WATER SYSTEM"	CHELAN	01	WELL # 1	Well	Permanent			08/02/1990	
00165	B	LARSON WATER SYSTEM	CHELAN	01	WELL 1	Well	Permanent			08/01/1990	
00167	B	DAISY HILL WATER SYSTEM	DOUGLAS	01	Well #1	Well	Permanent			07/10/1990	
00168	B	PATTERSON WATER SYSTEM	OKANOGAN	01	WELL 1	Well	Permanent			11/20/1990	
00169	B	WINDHAVEN WATER SYSTEM #1	OKANOGAN	01	WELL # 1	Well	Permanent			08/20/1990	
00172	B	"WIKES, GLENN"	CLARK	01	WELL # 1	Well	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	12/17/1990	
00174	B	JUHALA	CLARK	01	WELL #1 ALB642	Well	Permanent			12/17/1990	
00178	B	"ENERGY, DEPT OF/251"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/12/1991	07/12/1991
00178	B	"ENERGY, DEPT OF/251"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	07/12/1991	07/12/1991
00178	B	"ENERGY, DEPT OF/251"	BENTON	02	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	07/12/1991	07/12/1991
00178	B	"ENERGY, DEPT OF/251"	BENTON	02	COLUMBIA RIVER	Surface	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/12/1991	07/12/1991
00178	B	"ENERGY, DEPT OF/251"	BENTON	03	EXPORT LINE	Intertie - Treated	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/01/2011	
00178	B	"ENERGY, DEPT OF/251"	BENTON	03	EXPORT LINE	Intertie - Treated	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, BAG/CARTRIDGE"	01/01/2011	
00178	B	"ENERGY, DEPT OF/251"	BENTON	04	Trucked Water - PWSID#001004	Other	Permanent			04/21/2011	
00179	B	WHITNEY DUPLEXES	LEWIS	01	WELL #1 AGN966	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/10/2011	12/10/2011
00179	B	WHITNEY DUPLEXES	LEWIS	01	WELL #1 AGN966	Well	Permanent	IRON & MANGANESE REMOVAL	"FILTRATION, GRNSND/CATALYTIC MEDIA"	12/10/2011	12/10/2011
00179	B	WHITNEY DUPLEXES	LEWIS	02	Well #2 BBE780	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/10/2011	
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/12/1991	07/12/1991
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	01	COLUMBIA RIVER	Surface	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	07/12/1991	07/12/1991
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	02	COLUMBIA RIVER	Surface	Seasonal	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, RAPID SAND"	07/12/1991	07/12/1991
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	02	COLUMBIA RIVER	Surface	Seasonal	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	07/12/1991	07/12/1991
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	03	EXPORT LINE	Intertie - Treated	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	05/10/2010	05/10/2010
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	03	EXPORT LINE	Intertie - Treated	Permanent	PARTICULATE (TURBIDITY) REMOVAL	"FILTRATION, BAG/CARTRIDGE"	05/10/2010	05/10/2010
00180	B	"ENERGY, DEPT OF/609 FIRE STATION"	BENTON	04	Trucked Water - PWS#001004	Other	Permanent			05/10/2010	
00183	B	"ENERGY, DEPT OF/TRAINING ACADEMY"	BENTON	01	WELL #699-S28-E0	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	12/18/1990	
00184	B	"ENERGY, DEPT OF/YAKIMA BARRICADE"	BENTON	01	WELL 699-49100-C	Well	Permanent			02/10/2000	02/10/2000
00184	B	"ENERGY, DEPT OF/YAKIMA BARRICADE"	BENTON	02	Trucked Water - PWS ID#001004	Other	Permanent			03/17/2005	
00186	B	GORDON WATER SYSTEM	BENTON	01	WELL #1	Well	Permanent			11/13/1990	
00187	B	MACS WATER SYSTEM	YAKIMA	01	Well #1	Well	Permanent			11/13/1990	
00188	B	OSSMAN II WATER SYSTEM	FRANKLIN	01	WELL #1	Well	Permanent			10/26/1990	
00190	B	BURKE LEHMAN WATER SYSTEM	OKANOGAN	01	WELL #1	Well	Permanent			12/26/1990	
00191	B	GOAT CREEK NORTH #1 WATER SYSTEM	OKANOGAN	01	Well #1	Well	Permanent			09/20/1990	
00194	B	HATTON	CLALLAM	01	WELL	Well	Permanent			12/14/1990	
00195	B	HARMONY HILL	MASON	01	Well #1	Well	Permanent			12/25/1990	
00196	B	PORTER WELL WATER SYSTEM	LINCOLN	01	Well #1	Well	Permanent			08/31/1990	
00197	B	HAWN WATER SYSTEM	BENTON	01	WELL #1	Well	Permanent			01/03/1991	
00198	B	MCGREGOR OFFICE COMPLEX	WHITMAN	01	WELL 1	Well	Permanent			01/03/1991	
00198	B	MCGREGOR OFFICE COMPLEX	WHITMAN	02	WELL 2	Well	Permanent			01/03/1991	
00200	B	"SMITH, KEN AND THERESA"	CLARK	01	WELL #1 ALB611	Well	Permanent			01/04/1991	
00202	B	"PIERSON, CHUCK"	CLARK	01	WELL #1	Well	Permanent			01/04/1991	
00204	B	"CODY, CLIFTON"	CLARK	01	WELL #1	Well	Permanent			01/04/1991	
00205	B	OLYMPIA COMPUTING	THURSTON	01	WELL #1	Well	Permanent			01/01/1970	
00206	B	JACOBSON WATER SYSTEM	BENTON	01	WELL 1	Well	Permanent			11/29/1990	
00207	B	VALLEY PIPE COMPANY	BENTON	01	WELL 1	Well	Permanent			12/10/1990	
00208	B	CEDAR BROOK HOMEOWNERS 1	MASON	01	WELL #1 NO TAG	Well	Permanent			01/07/1991	
00209	B	POTTER WATER TOO	KITSAP	01	POTTER WATER TOO	Well	Permanent			01/08/1991	
00210	B	TAPWATER	CLALLAM	01	WELL	Well	Permanent			12/26/1990	
00211	B	DESCHUTES GLEN - 215	THURSTON	01	WELL #1 AEJ319	Well	Permanent			01/08/1991	
00212	B	CLEARWATER-BAKER #3	PIERCE	01	CLEARWATER 3	Well	Permanent			06/01/1990	
00214	B	PRATT #2 WATER SYSTEM	PIERCE	01	WELL #1	Well	Permanent			12/14/1990	
00215	B	KINDRED WATER SYSTEM	PIERCE	01	WELL #1	Well	Permanent			12/14/1990	
00217	B	WAHLS WATER WORKS	PIERCE	01	WELL #1	Well	Permanent			12/14/1990	
00219	B	NIELSON COMMUNITY WATER SYSTEM	KING	01	WELL	Well	Permanent			01/04/1991	
00220	B	ACHESON D SUPPLY	KING	01	Well 01	Well	Permanent			01/01/1970	
00221	B	SHINN & SON INC	YAKIMA	01	Well #1	Well	Permanent			01/01/1970	
00221	B	SHINN & SON INC	YAKIMA	02	Shinn 1	Well	Seasonal			04/01/1989	04/01/1989
00222	B	BOUMA SHORT PLAT	WHATCOM	01	WELL	Well	Permanent			01/01/1970	
00226	B	BERG-CARRIE	SKAMANIA	01	WELL	Well	Permanent			01/15/1991	
00227	B	SETTLER	SKAMANIA	01	WELL	Well	Permanent			01/15/1991	
00228	B	JFH	THURSTON	01	JFH NO. 1 WELL	Well	Permanent			06/27/1990	
00229	B	BENSON HILL HOA  #1	CLALLAM	01	WELL #2 NORTH	Well	Permanent			12/21/1990	
00230	B	BERRY WATER SYSTEM #4	PIERCE	01	Well #1	Well	Permanent			12/31/1990	
00231	B	"TAYLOR, TAYLOR, VINEY-CASADY"	KING	01	WELL	Well	Permanent			01/04/1991	
00232	B	LOG HOUSE WATER SYSTEM	PIERCE	01	LOG HOUSE	Well	Permanent			12/31/1990	
00233	B	ADLER WATER SYSTEM	PIERCE	01	ADLER	Well	Permanent			11/19/1990	
00234	B	CAULFIELD WATER WORKS	COWLITZ	01	WELL #1	Well	Permanent	DISINFECTION	"CHLORINATION, HYPOCHLORITE"	01/24/1991	
00234	B	CAULFIELD WATER WORKS	COWLITZ	01	WELL #1	Well	Permanent	IRON & MANGANESE REMOVAL	"CHLORINATION, HYPOCHLORITE"	01/24/1991	
00234	B	CAULFIELD WATER WORKS	COWLITZ	01	WELL #1	Well	Permanent	SOFTENING (HARDNESS REMOVAL)	ION EXCHANGE	01/24/1991	
00234	B	CAULFIELD WATER WORKS	COWLITZ	01	WELL #1	Well	Permanent	IRON & MANGANESE REMOVAL	"FILTRATION, RAPID SAND"	01/24/1991	
00236	B	COLFAX MEAT PACKING CO	WHITMAN	01	WELL 1	Well	Permanent			01/01/1970	
00237	B	DNM	KITSAP	01	WELL #1	Well	Permanent			01/01/1970	
00241	B	MUSHROOM LANE WATER	KITSAP	01	Well 01	Well	Permanent			01/01/1970	
00242	B	SEVENTH DAY ADVENTIST	JEFFERSON	01	WELL #1	Well	Permanent			07/23/1990	
00244	B	CHRISTENSEN MUCK #2 - 257	PIERCE	01	CHRISTENSON-MUCK #2	Well	Permanent			10/23/1990	
00245	B	CHRISTENSEN-MUCK #3 - 258	PIERCE	01	CHRISTENSON-MUCK #3	Well	Permanent			10/30/1990	
00246	B	BEEBE WELL #1	PIERCE	01	WELL	Well	Permanent			10/01/1990	
00247	B	SOUTH ANDERSON WATER SUPPLY	PIERCE	01	WELL #1	Well	Permanent			03/01/1982	
00248	B	COURTNEY WATER SYSTEM	SNOHOMISH	01	WELL	Well	Permanent			12/31/1990	
00251	B	COLUMBIA BASIN REBAR	WALLA WALLA	01	WELL #1	Well	Permanent			01/01/1970	
00252	B	NORVOLD ARDEN ANDERSON WATER SYSTEM	KING	01	Well 01	Well	Permanent			01/01/1970	
00254	B	SCHOCK WATER SYSTEM	PIERCE	01	WELL #1	Well	Permanent			12/05/1990	
00255	B	FLOWERS #2	PIERCE	01	Flowers 2	Well	Permanent			01/02/1991	
00256	B	"WESTBROOK, DONALD WATER"	PIERCE	01	WELL #1	Well	Permanent			12/27/1990	
00257	B	MADRONA BEACH WATER SYSTEM	PIERCE	01	MADRONA BEACH	Well	Permanent			12/27/1990	
00259	B	ALLISON	KING	01	ALLISON	Well	Permanent			12/14/1990	
00261	B	COMMONWEALTH TERRACE WATER	YAKIMA	01	Well #1	Well	Permanent			01/01/1970	
00262	B	MAYTOWN TRUCK STOP	THURSTON	01	WELL #1	Well	Permanent			01/01/1970	
00264	B	KLIMPS WATER SYSTEM	WHATCOM	01	Well #1 AGF254	Well	Permanent			11/26/1990	
00265	B	GIBSON - KOBE SYSTEM	PIERCE	01	WELL #1	Well	Permanent			06/01/1990	
00266	B	TWIN LAKES 1	OKANOGAN	01	WELL #1	Well	Permanent			11/20/1990	
00267	B	WOLLEY WATER SYSTEM	OKANOGAN	01	Well #1	Well	Permanent			12/10/1990	
00268	B	NORCO WATER SYSTEM	CHELAN	01	WELL #1	Well	Permanent			08/10/1990	
00269	B	SAUNDERS WATER SYSTEM	PIERCE	01	WELL #1	Well	Permanent			02/14/1990	
00274	B	CROCKER WATER SUPPLY	KITSAP	01	Well #1 AES126	Well	Permanent			01/01/1970	
00275	B	ISSAQUAH FAMILY WELL	KING	01	WELL #1	Well	Permanent			01/01/1970	
00276	B	DAHKLE WELL	YAKIMA	01	WELL 1	Well	Permanent	TASTE/ODOR CONTROL & DECHLORINATION	OTHER PROCESSES/OBJECTIVES	01/01/1970	
00277	B	FAMILY MEADOWS WATER	KITSAP	01	Well #1	Well	Permanent			01/01/1970	
00278	B	ADAMS CO FIRE DIST #6	ADAMS	01	Well #1	Well	Permanent			01/01/1970	
00280	B	82 AVE WATER SYSTEM	PIERCE	01	WELL #1	Well	Permanent			01/01/1970	
00283	B	HOLMGREN WATER SUPPLY	LEWIS	01	WELL #1 AGN957	Well	Permanent			03/14/1991	
00284	B	SUNRISE WATER SYSTEM	YAKIMA	01	Well #1	Well	Permanent			09/27/1990	
00285	B	BURKHART RANCH PD	OKANOGAN	01	WELL 1	Well	Permanent			12/04/1990	
00287	B	METHOW RIVER RANCH	OKANOGAN	01	WELL 1	Well	Permanent			11/27/1990	
00290	B	WINDHAVEN WATER SYSTEM #2	OKANOGAN	01	WELL #1	Well	Permanent			08/20/1990	
00291	B	PEARL PLACE WATER SERVICE	CLALLAM	01	Well #1	Well	Permanent			02/07/1991	
00294	B	RHODODENDRON ACREAGE TRCT	KITSAP	01	Well #1	Well	Permanent			01/01/1970	
00295	B	CHERRY HILL WATERWORKS	KING	01	Well #1	Well	Permanent			01/01/1970	
00297	B	FAR OUT WATER SUPPLY	KING	01	Well 01	Well	Permanent			01/01/1970	
00298	B	ALDER DRAW	KITSAP	01	Well 01	Well	Permanent			01/01/1970	
00301	B	FISHTRAP COMM WATER	THURSTON	01	Well #1	Well	Permanent			01/01/1970	
00304	B	GREEN WELL #1	PIERCE	01	WELL #1	Well	Permanent			01/30/1991	
00305	B	MINTER HILLS WATER	PIERCE	01	WELL #1	Well	Permanent			02/01/1991	
00306	B	CSJ HOLDINGS WATER	PIERCE	01	WELL #1	Well	Permanent			01/28/1991	
00308	B	L-9 WATER SYSTEM	OKANOGAN	01	Well #1	Well	Permanent			11/27/1990	
00309	B	PHELPS PUBLIC WATER SYSTEM	BENTON	01	PHELPS WELL	Well	Permanent			01/28/1991	
00310	B	JONES WELL	FRANKLIN	01	WELL 1	Well	Permanent			12/19/1990	
00311	B	RANCH WATER SYSTEM	FRANKLIN	01	WELL #1	Well	Permanent			02/27/1990	
00312	B	MCBRIDE/RIENDEAU WATER SYSTEM	BENTON	01	WELL 31	Well	Permanent			12/05/1990	
00313	B	PARMER WATER SYSTEM	BENTON	01	WELL #1	Well	Permanent			02/06/1991	
00314	B	MATTOX WATER SYSTEM	FRANKLIN	01	WELL #1	Well	Permanent			02/21/1991	
00318	B	CAMELOT PROPERTY OWNERS ASSOC	JEFFERSON	01	Well #1	Well	Permanent			02/22/1991	
00319	B	CRYSTAL COMMUNITY DISTRICT WS	WHITMAN	01	WELL 1	Well	Permanent			02/28/1991	
00320	B	HALE 1	CLARK	01	WELL # 1 HALE	Well	Permanent			01/07/1991	
00321	B	SHELTON SPRINGS ROAD	MASON	01	WELL #1 NO TAG	Well	Permanent			02/05/1991	
00322	B	CARROLL/SLIMMER	KITSAP	01	WELL #1 NO TAG CARROLL/SLIMMER	Well	Permanent			02/28/1991	
00325	B	"PLOTNER, MARCIA"	CLARK	01	WELL	Well	Permanent			01/15/1991	
