PWSID	Group	SystemName	County	SrcNum	Src_Name	SourceType	SourceUse	TrObjective	TrProcss	Src_EffectieDate	SRC_InactiveDate
00133	A	CORNERSTONE ESTATES 606	THURSTON	1	WELL #1	WELL	PERMANENT	CORROSION CONTROL	PH ADJUSTMENT	1990-11-29	NA
00153	A	TWANOH HEIGHTS COMMUNITY CLUB	MASON	1	WELL #1 AHA905	WELL	PERMANENT			1970-01-01	NA
00153	A	TWANOH HEIGHTS COMMUNITY CLUB	MASON	2	WELL #2  AHA904	WELL	EMERGENCY			2005-05-11	NA
00177	A	ENERGY, DEPT OF/100K	BENTON	1	COLUMBIA RIVER	SURFACE	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	2011-04-07	2011-04-07
00177	A	ENERGY, DEPT OF/100K	BENTON	1	COLUMBIA RIVER	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	COAGULATION	2011-04-07	2011-04-07
00177	A	ENERGY, DEPT OF/100K	BENTON	1	COLUMBIA RIVER	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	RAPID MIX/IN-LINE BLENDER	2011-04-07	2011-04-07
00177	A	ENERGY, DEPT OF/100K	BENTON	1	COLUMBIA RIVER	SURFACE	PERMANENT	TASTE/ODOR CONTROL & DECHLORINATION	CHLORINATION, HYPOCHLORITE	2011-04-07	2011-04-07
00177	A	ENERGY, DEPT OF/100K	BENTON	1	COLUMBIA RIVER	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	FLOCCULATION	2011-04-07	2011-04-07
00177	A	ENERGY, DEPT OF/100K	BENTON	1	COLUMBIA RIVER	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	FILTRATION, RAPID SAND	2011-04-07	2011-04-07
00177	A	ENERGY, DEPT OF/100K	BENTON	2	EXPORT LINE	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	RAPID MIX/IN-LINE BLENDER	2011-04-07	NA
00177	A	ENERGY, DEPT OF/100K	BENTON	2	EXPORT LINE	SURFACE	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	2011-04-07	NA
00177	A	ENERGY, DEPT OF/100K	BENTON	2	EXPORT LINE	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	COAGULATION	2011-04-07	NA
00177	A	ENERGY, DEPT OF/100K	BENTON	2	EXPORT LINE	SURFACE	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	FILTRATION, BAG/CARTRIDGE	2011-04-07	NA
00223	A	COPALIS RV PARK OWNERS	GRAYS HARBOR	1	WELL #1 AGF076	WELL	PERMANENT			1970-01-01	NA
00238	A	DALLESPORT INDUSTRIAL PARK	KLICKITAT	1	WELL #1 - AFL872	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00238	A	DALLESPORT INDUSTRIAL PARK	KLICKITAT	2	WELL #2 - AFL871	WELL	PERMANENT			1970-01-01	NA
00240	A	G&M ESTATE	THURSTON	1	WELL #1 ABK184 8"	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	1	WELL #1	WELL IN WELL FIELD	PERMANENT			2011-06-01	NA
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	2	WELL #2	WELL IN WELL FIELD	PERMANENT			2011-06-01	NA
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	3	WELL #3	WELL	EMERGENCY			1970-01-01	NA
00250	A	ACME WATER DISTRICT NO 18	WHATCOM	4	WELLS 1 & 2	WELL FIELD	PERMANENT			2011-06-01	NA
00253	A	CEDARWOOD SOUTH UNION ESTATES	THURSTON	1	WELL #1 AAA982  8"	WELL	PERMANENT	CORROSION CONTROL	OTHER PROCESSES/OBJECTIVES	1970-01-01	NA
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	1	WELL #1 AAB182	WELL	PERMANENT			1995-11-03	NA
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	2	WELL #4 ABC527	WELL	PERMANENT			1995-11-03	NA
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	3	SEAWATER	SEA WATER	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	2008-04-17	NA
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	3	SEAWATER	SEA WATER	PERMANENT	CORROSION CONTROL	SOURCE BLENDING	2008-04-17	NA
00270	A	OBSTRUCTION ISLAND COMMUNITY CLUB	SAN JUAN	3	SEAWATER	SEA WATER	PERMANENT	INORGANICS REMOVAL/TREATMENT	REVERSE OSMOSIS	2008-04-17	NA
00302	A	FOUR SEASONS PARK	CLALLAM	1	SPRING #1AGP274	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00302	A	FOUR SEASONS PARK	CLALLAM	1	SPRING #1AGP274	WELL	PERMANENT	SOFTENING (HARDNESS REMOVAL)	PH ADJUSTMENT	1970-01-01	NA
00302	A	FOUR SEASONS PARK	CLALLAM	1	SPRING #1AGP274	WELL	PERMANENT	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	1970-01-01	NA
00302	A	FOUR SEASONS PARK	CLALLAM	2	43296/PORT ANGELES COMPOSITE	INTERTIE - UNTREATED	EMERGENCY			1970-01-01	NA
00307	A	CARLSBORG LUD 10 12 13 14	CLALLAM	1	LUD #10 WELL	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1990-02-05	NA
00307	A	CARLSBORG LUD 10 12 13 14	CLALLAM	2	WELL #1 77615	WELL	EMERGENCY			1996-04-17	NA
00307	A	CARLSBORG LUD 10 12 13 14	CLALLAM	3	WELL #2 77615	WELL	EMERGENCY			1996-04-17	NA
00315	A	BIRCHFIELD 207	LEWIS	1	WELL #1 AFN841	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-05-16	NA
00315	A	BIRCHFIELD 207	LEWIS	2	WELL #2 AFN843	WELL	PERMANENT			1996-05-01	NA
00315	A	BIRCHFIELD 207	LEWIS	3	WELL #3 AFN842	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1996-05-01	NA
00323	A	PORT GAMBLE	KITSAP	1	WELL #2  AES315	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-02-20	NA
00323	A	PORT GAMBLE	KITSAP	2	WELL #1 DOE 344080	WELL	EMERGENCY			1957-08-30	NA
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	1	WELL MOCLIPS	WELL	PERMANENT	IRON & MANGANESE REMOVAL	CHLORINATION, HYPOCHLORITE	1991-03-25	NA
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	1	WELL MOCLIPS	WELL	PERMANENT	IRON & MANGANESE REMOVAL	FILTRATION, GRNSND/CATALYTIC MEDIA	1991-03-25	NA
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	1	WELL MOCLIPS	WELL	PERMANENT	IRON & MANGANESE REMOVAL	PERMANGANATE	1991-03-25	NA
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	2	WELL-WEYCO	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	2001-04-02	2001-04-02
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	3	WELL-OLD SCHOOL	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1992-02-11	1992-02-11
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	3	WELL-OLD SCHOOL	WELL	PERMANENT	PARTICULATE (TURBIDITY) REMOVAL	FILTRATION, RAPID SAND	1992-02-11	1992-02-11
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	4	WELL WEYCO #3 WW	WELL IN WELL FIELD	PERMANENT			1995-07-24	NA
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	5	WF (S06 & S04)	WELL FIELD	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1996-05-08	NA
00333	A	GRAYS HARBOR CO PACIFIC BEACH	GRAYS HARBOR	6	WELL WEYCO #4 WW	WELL IN WELL FIELD	PERMANENT			2001-04-02	NA
00339	A	TROWBRIDGE COURT CONDO ASSN	CLALLAM	1	WELL #1D AHM606	WELL	PERMANENT			1991-02-28	NA
00339	A	TROWBRIDGE COURT CONDO ASSN	CLALLAM	2	WELL #2 NO TAG	WELL	EMERGENCY			2006-09-24	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	1	NW ALLOYS - AGG004	WELL	EMERGENCY	DISINFECTION	CHLORINATION, GASEOUS	1970-01-01	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	2	WELL #2 EAST TLR PARK - ABR522	WELL IN WELL FIELD	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	2	WELL #2 EAST TLR PARK - ABR522	WELL IN WELL FIELD	PERMANENT	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	1970-01-01	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	3	WELL #1 WEST TLR PARK - AGG003	WELL IN WELL FIELD	PERMANENT	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	1970-01-01	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	3	WELL #1 WEST TLR PARK - AGG003	WELL IN WELL FIELD	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	4	WF/S02,S03	WELL FIELD	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1995-05-22	NA
00367	A	STEVENS CO PUD - ADDY	STEVENS	4	WF/S02,S03	WELL FIELD	PERMANENT	CORROSION CONTROL	CORROSION INHIBITORS - PHOSP/SILICA	1995-05-22	NA
00370	A	ROSE VALLEY SCHOOL	COWLITZ	1	WELL #1  AGF723	WELL	PERMANENT			1970-01-01	NA
00370	A	ROSE VALLEY SCHOOL	COWLITZ	2	WELL #2	WELL	EMERGENCY			2004-08-30	2004-08-30
00392	A	SKAGIT CO WATER DISTRICT #1	SKAGIT	1	WELL #1 ABR312	WELL IN WELL FIELD	PERMANENT			1991-04-09	NA
00392	A	SKAGIT CO WATER DISTRICT #1	SKAGIT	2	WELL #2 ABR311	WELL IN WELL FIELD	PERMANENT			1991-04-09	NA
00392	A	SKAGIT CO WATER DISTRICT #1	SKAGIT	3	WELLS 1 & 2 WF	WELL FIELD	PERMANENT			2000-03-24	NA
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	1	AGA934 WELL 1	WELL IN WELL FIELD	PERMANENT			1970-01-01	NA
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	2	AGA939 WELL 2	WELL IN WELL FIELD	PERMANENT			1970-01-01	NA
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	3	WELLS # 1,2 & 3	WELL FIELD	PERMANENT			1995-08-31	NA
00410	A	ADMIRALS  COVE WATER DISTRICT	ISLAND	4	WELL #3 (AEE053)	WELL IN WELL FIELD	PERMANENT			2001-01-15	NA
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	1	AGA737 WELL 1	WELL	SEASONAL	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	2	AGA701 WELL 2	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	3	AKY882 WELL 3	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	2005-01-01	NA
00429	A	GREEN ISLAND HILLS WATER ASSN	ISLAND	4	107462/CAMANO SUNRISE #1	INTERTIE - UNTREATED	EMERGENCY			2012-04-02	2012-04-02
00431	A	HI VALLEY VIEW	YAKIMA	1	WELL #1 - ABR610	WELL	EMERGENCY			1970-01-01	NA
00431	A	HI VALLEY VIEW	YAKIMA	2	WELL #2 - AFL785	WELL	PERMANENT			2007-10-05	NA
00439	A	THOUSAND TRAILS-LA CONNER	SKAGIT	1	WELL #1	WELL	SEASONAL	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-04-09	NA
00439	A	THOUSAND TRAILS-LA CONNER	SKAGIT	2	WELL #2	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-04-09	NA
00469	A	JOHNSON GLEN	THURSTON	1	WELL #1  6"  BCK252	WELL	PERMANENT			1991-04-24	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	IRON & MANGANESE REMOVAL	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	IRON & MANGANESE REMOVAL	FILTRATION, GRNSND/CATALYTIC MEDIA	1970-01-01	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	INORGANICS REMOVAL/TREATMENT	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	INORGANICS REMOVAL/TREATMENT	COAGULATION	1970-01-01	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	IRON & MANGANESE REMOVAL	PERMANGANATE	1970-01-01	NA
00484	A	TOWNSHIP 29 WATER ASSOCIATION	ISLAND	1	AGA946 WELL 1	WELL	PERMANENT	INORGANICS REMOVAL/TREATMENT	FILTRATION, GRNSND/CATALYTIC MEDIA	1970-01-01	NA
00496	A	AGATE BAY TRAILER PARK	WHATCOM	1	WELL #1 ABR706	WELL	PERMANENT			2013-01-17	2013-01-17
00496	A	AGATE BAY TRAILER PARK	WHATCOM	2	WELL #2 BAE194	WELL	PERMANENT			2013-01-15	NA
00507	A	CASCADE ESTATES SATELLITE	CLARK	1	WELL #1 WW AAF526	WELL IN WELL FIELD	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-04-18	NA
00507	A	CASCADE ESTATES SATELLITE	CLARK	2	WELL #2  WW AAF527	WELL IN WELL FIELD	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-04-18	NA
00507	A	CASCADE ESTATES SATELLITE	CLARK	3	WF (S01, SO2)	WELL FIELD	PERMANENT			2003-05-22	NA
00510	A	AGATE BEACH	MASON	1	WELL #1 BBS701	WELL	EMERGENCY			1970-01-01	NA
00510	A	AGATE BEACH	MASON	2	WELL #2  ABH342	WELL	PERMANENT			1996-11-08	NA
00512	A	AGATE GROCERY	MASON	1	WELL #1 NO WELL TAG	WELL	PERMANENT	IRON & MANGANESE REMOVAL	OZONATION	2001-01-29	NA
00512	A	AGATE GROCERY	MASON	1	WELL #1 NO WELL TAG	WELL	PERMANENT	TASTE/ODOR CONTROL & DECHLORINATION	OZONATION	2001-01-29	NA
00512	A	AGATE GROCERY	MASON	1	WELL #1 NO WELL TAG	WELL	PERMANENT	ORGANICS AND COLOR REMOVAL	OZONATION	2001-01-29	NA
00515	A	AGATE WEST	KITSAP	1	WELL #1 AAA166	WELL	PERMANENT			2012-07-31	NA
00515	A	AGATE WEST	KITSAP	2	WELL #2 AAA169	WELL	PERMANENT			2010-10-06	2010-10-06
00515	A	AGATE WEST	KITSAP	3	WELL #3 BBS187  8"	WELL	PERMANENT			2012-04-25	NA
00518	A	AGNEW MOBILE HOME PARK	CLALLAM	1	WELL #1 BCK905	WELL	PERMANENT	IRON & MANGANESE REMOVAL	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00519	A	STEAMBOAT SQUARE	THURSTON	1	WELL #1 AHF151	WELL	PERMANENT			1970-01-01	NA
00519	A	STEAMBOAT SQUARE	THURSTON	2	WELL #2 AHF152	WELL	PERMANENT			1970-01-01	NA
00519	A	STEAMBOAT SQUARE	THURSTON	3	WELL #3 AHF153	WELL	PERMANENT			1992-05-12	NA
00530	A	S&P PROPERTIES	MASON	1	WELL #1 AFK587	WELL	PERMANENT			1993-04-27	NA
00543	A	ROYAL WATER DISTRICT	GRANT	1	WELL #1 - AFA101	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1970-01-01	NA
00543	A	ROYAL WATER DISTRICT	GRANT	2	ROYAL WATER MASTER - QCBID	INTERTIE - UNTREATED	EMERGENCY			2010-07-01	NA
00545	A	CHENEY PUBLIC SCHOOLS	SPOKANE	1	WELL 1 - BHW222	WELL	PERMANENT	DISINFECTION	CHLORINATION, HYPOCHLORITE	1991-05-10	NA
